evid,time,latitude,longitude,depth_km,magnitude_gamma,qnpair,qndiffP,qndiffS,rmsP,rmsS
awr_165386,2020-05-22T03:25:12.673000,35.77991,-117.58487,5.553,0.256,1,4,8,0.02,0.02
awr_165387,2020-05-22T03:41:31.412000,35.7897,-117.76695,8.613,0.511,22,87,120,0.01,0.01
awr_165388,2020-05-22T03:58:05.493000,35.68398,-117.55117,11.202,0.958,24,111,123,0.02,0.04
awr_165389,2020-05-22T04:01:48.423000,35.66336,-117.46451,9.659,0.511,20,62,113,0.02,0.03
awr_165390,2020-05-22T04:08:35.061000,36.06867,-117.84617,3.647,-0.041,2,4,10,0.01,0.01
awr_165391,2020-05-22T04:13:21.960000,36.04969,-117.50379,5.325,0.175,5,11,24,0.02,0.03
awr_165392,2020-05-22T04:39:39.136000,35.95976,-117.69054,4.821,0.065,23,120,139,0.01,0.01
awr_165393,2020-05-22T05:03:59.819000,35.59597,-117.39587,6.272,0.161,1,3,5,0.0,0.01
awr_165394,2020-05-22T05:20:58.725000,36.12981,-117.81838,4.189,-0.001,38,157,182,0.03,0.02
awr_165395,2020-05-22T05:39:40.274000,36.11838,-117.91979,6.504,1.272,20,82,93,0.02,0.02
awr_165396,2020-05-22T05:57:44.353000,35.86679,-117.6688,11.593,0.174,4,6,21,0.01,0.02
awr_165397,2020-05-22T06:24:27.901000,36.1297,-117.81848,4.172,0.056,71,282,333,0.03,0.02
awr_165398,2020-05-22T06:31:21.969000,36.05318,-117.49899,4.748,0.018,5,9,25,0.01,0.01
awr_165399,2020-05-22T06:32:04.297000,36.05298,-117.49878,4.732,0.433,8,24,33,0.03,0.03
awr_165400,2020-05-22T06:32:22.169000,36.05308,-117.4989,4.772,0.448,18,62,60,0.01,0.03
awr_165401,2020-05-22T06:32:54.298000,36.12993,-117.82047,4.325,0.009,22,78,93,0.02,0.01
awr_165402,2020-05-22T07:02:34.067000,35.91339,-117.73165,5.532,-0.028,2,6,11,0.01,0.02
awr_165403,2020-05-22T07:06:52.112000,36.12967,-117.81796,4.222,0.914,90,440,594,0.02,0.02
awr_165404,2020-05-22T07:07:25.572000,36.02721,-117.77407,3.113,-0.166,2,8,8,0.0,0.05
awr_165405,2020-05-22T07:10:43.328000,36.12987,-117.81787,4.233,-0.205,75,299,355,0.02,0.02
awr_165406,2020-05-22T07:16:54.884000,35.90916,-117.67191,5.527,0.998,73,413,430,0.01,0.02
awr_165407,2020-05-22T07:17:22.370000,35.9091,-117.67205,5.54,0.165,10,43,38,0.01,0.01
awr_165408,2020-05-22T07:20:31.141000,35.91314,-117.74536,10.144,-0.136,16,31,78,0.02,0.01
awr_165409,2020-05-22T07:21:24.838000,35.90961,-117.67168,5.514,0.066,11,49,31,0.01,0.01
awr_165410,2020-05-22T07:28:26.193000,36.10677,-117.59099,3.251,0.943,54,409,306,0.02,0.01
awr_165411,2020-05-22T07:34:13.757000,36.12977,-117.81824,4.176,1.2,82,446,525,0.02,0.02
awr_165412,2020-05-22T08:24:18.913000,35.84017,-117.64929,12.58,0.746,4,25,37,0.0,0.01
awr_165413,2020-05-22T08:26:55.064000,35.55824,-117.42685,5.375,1.467,38,246,312,0.02,0.03
awr_165414,2020-05-22T08:35:08.197000,36.12172,-117.87993,6.785,0.506,46,154,275,0.01,0.02
awr_165415,2020-05-22T08:36:53.986000,35.88684,-117.68797,7.512,0.152,3,6,12,0.01,0.01
awr_165416,2020-05-22T08:45:26.305000,36.13002,-117.81746,4.246,0.627,87,426,551,0.02,0.01
awr_165417,2020-05-22T09:24:47.392000,35.77981,-117.5786,8.834,1.704,24,171,141,0.02,0.04
awr_165418,2020-05-22T09:36:50.282000,35.91681,-117.74842,9.918,0.418,55,179,324,0.01,0.01
awr_165419,2020-05-22T09:38:00.191000,35.89591,-117.73579,10.182,0.259,11,19,61,0.01,0.01
awr_165420,2020-05-22T09:38:22.334000,35.91672,-117.74856,9.942,0.767,53,160,383,0.01,0.01
awr_165421,2020-05-22T09:38:40.080000,35.91688,-117.74832,9.961,0.621,16,40,80,0.01,0.01
awr_165422,2020-05-22T09:44:05.919000,35.91664,-117.74864,9.919,0.254,26,64,138,0.01,0.01
awr_165423,2020-05-22T09:48:46.719000,35.91675,-117.74853,9.919,0.221,41,88,213,0.01,0.01
awr_165424,2020-05-22T09:50:16.161000,35.89731,-117.73914,9.711,0.435,7,13,35,0.01,0.02
awr_165425,2020-05-22T09:55:15.438000,35.83257,-117.65168,8.4,0.525,1,7,6,0.01,0.0
awr_165426,2020-05-22T09:56:56.785000,35.83218,-117.65145,8.344,0.403,7,22,24,0.02,0.09
awr_165427,2020-05-22T10:17:57.443000,35.59264,-118.40356,2.928,1.509,3,14,25,0.01,0.01
awr_165428,2020-05-22T10:22:09.430000,35.89411,-117.68037,6.881,0.075,7,18,29,0.01,0.01
awr_165429,2020-05-22T10:39:31.546000,36.15036,-117.91726,4.297,0.599,57,204,346,0.02,0.03
awr_165430,2020-05-22T10:57:19.170000,35.92502,-117.73274,10.073,0.298,43,168,272,0.03,0.01
awr_165431,2020-05-22T11:07:16.629000,35.91692,-117.7483,9.905,0.618,55,189,382,0.01,0.02
awr_165432,2020-05-22T11:11:51.841000,35.9169,-117.74811,9.903,0.258,62,197,430,0.01,0.01
awr_165433,2020-05-22T11:13:29.497000,35.92492,-117.73273,10.116,0.351,31,79,196,0.01,0.01
awr_165434,2020-05-22T11:18:30.305000,35.88898,-117.68272,7.487,0.643,38,121,304,0.01,0.02
awr_165435,2020-05-22T11:18:41.828000,35.8647,-117.67059,11.839,0.564,17,51,108,0.02,0.01
awr_165436,2020-05-22T12:26:02.984000,35.68434,-117.49447,8.159,0.378,5,17,23,0.04,0.05
awr_165437,2020-05-22T12:38:42.628000,35.68502,-117.49613,5.896,1.308,10,67,52,0.07,0.1
awr_165438,2020-05-22T12:51:53.147000,36.15076,-117.91911,4.421,0.932,90,254,586,0.03,0.02
awr_165439,2020-05-22T12:55:22.614000,35.82966,-117.64967,9.779,0.654,11,54,33,0.02,0.03
awr_165440,2020-05-22T13:05:49.905000,35.8709,-117.69241,8.688,1.361,27,127,177,0.01,0.02
awr_165441,2020-05-22T13:27:40.834000,35.78827,-117.47951,9.582,0.475,4,14,26,0.01,0.01
awr_165442,2020-05-22T13:31:27.777000,35.91812,-117.73189,9.92,0.516,18,75,93,0.03,0.01
awr_165443,2020-05-22T14:51:55.015000,35.87066,-117.69261,8.636,0.883,23,84,146,0.02,0.02
awr_165444,2020-05-22T15:01:14.756000,35.64192,-117.45649,7.938,1.522,15,76,33,0.07,0.08
awr_165445,2020-05-22T15:05:37.745000,35.63804,-117.45569,9.586,0.748,10,49,25,0.02,0.04
awr_165446,2020-05-22T15:24:29.313000,35.81713,-117.63498,10.904,0.295,10,41,41,0.01,0.01
awr_165447,2020-05-22T15:37:42.055000,35.87035,-117.69221,8.608,0.612,12,24,73,0.01,0.01
awr_165448,2020-05-22T16:41:58.339000,35.92648,-117.73423,11.146,0.75,2,7,11,0.01,0.02
awr_165449,2020-05-22T16:44:12.341000,36.08314,-117.84589,3.338,0.541,41,225,152,0.02,0.04
awr_165450,2020-05-22T16:56:28.877000,35.88481,-117.70733,11.876,0.058,11,14,69,0.01,0.01
awr_165451,2020-05-22T18:38:52.250000,35.76607,-117.56613,12.909,0.153,1,1,7,0.0,0.0
awr_165452,2020-05-22T18:43:19.445000,35.9271,-117.70797,9.488,0.01,5,25,38,0.01,0.01
awr_165453,2020-05-22T18:46:55.146000,35.66401,-117.4768,5.474,0.993,8,16,41,0.05,0.09
awr_165454,2020-05-22T19:11:22.013000,35.62161,-117.42193,5.383,1.472,28,156,156,0.04,0.06
awr_165455,2020-05-22T19:43:22.251000,35.83666,-117.65723,8.11,0.622,2,7,6,0.01,0.01
awr_165456,2020-05-22T20:03:07.347000,35.89158,-117.70518,9.953,0.172,6,6,39,0.01,0.01
awr_165457,2020-05-22T20:30:58.754000,36.05306,-117.87694,4.416,0.658,66,281,373,0.01,0.02
awr_165458,2020-05-22T20:44:21.717000,35.59319,-117.59205,7.869,0.894,29,136,106,0.03,0.04
awr_165459,2020-05-22T20:47:48.915000,35.87159,-117.6926,8.668,1.535,36,199,258,0.01,0.02
awr_165460,2020-05-22T20:49:20.462000,36.09227,-117.8743,3.975,0.077,13,54,57,0.01,0.01
awr_165461,2020-05-22T20:52:06.865000,35.66613,-117.42762,7.642,0.663,3,13,11,0.01,0.01
awr_165462,2020-05-22T21:02:12.397000,35.87155,-117.69352,8.611,0.424,13,39,66,0.02,0.01
awr_165463,2020-05-22T21:55:45.892000,36.12947,-117.86629,3.815,1.64,61,238,438,0.03,0.03
awr_165464,2020-05-22T21:57:18.581000,36.01832,-117.80311,2.261,0.321,1,4,2,0.02,0.02
awr_165465,2020-05-22T22:10:57.027000,36.1068,-117.59059,3.251,0.681,55,346,291,0.01,0.01
awr_165466,2020-05-22T22:29:57.559000,36.12949,-117.86744,3.813,0.972,24,48,110,0.01,0.01
awr_165467,2020-05-22T22:32:25.550000,35.67976,-117.50737,11.701,0.448,9,30,32,0.02,0.02
awr_165468,2020-05-22T23:37:44.138000,35.77481,-117.58698,9.405,0.489,15,76,50,0.02,0.03
awr_165469,2020-05-23T00:17:49.306000,35.86529,-117.68751,9.193,0.089,8,18,32,0.01,0.01
awr_165470,2020-05-23T01:03:46.386000,35.92825,-117.68189,9.979,1.292,23,139,159,0.01,0.02
awr_165471,2020-05-23T01:38:50.759000,35.91347,-117.74878,8.752,0.296,1,2,4,0.01,0.0
awr_165472,2020-05-23T04:36:18.394000,35.96197,-117.67177,4.147,0.099,3,10,8,0.03,0.03
awr_165473,2020-05-23T04:43:05.496000,36.12925,-117.86684,3.762,1.258,47,147,341,0.03,0.02
awr_165474,2020-05-23T04:43:54.000000,35.69124,-117.48653,8.767,1.293,35,208,156,0.03,0.04
awr_165475,2020-05-23T04:54:41.155000,35.59908,-117.45904,9.826,0.704,5,18,20,0.02,0.01
awr_165476,2020-05-23T05:07:46.795000,36.02302,-117.81458,2.399,-0.085,2,6,7,0.02,0.0
awr_165477,2020-05-23T05:37:08.537000,35.71297,-117.54721,9.434,1.202,18,64,83,0.01,0.04
awr_165478,2020-05-23T05:47:57.036000,35.61004,-117.5826,11.311,0.81,1,4,3,0.01,0.01
awr_165479,2020-05-23T06:01:02.607000,36.13027,-117.86201,4.458,0.774,25,96,118,0.02,0.02
awr_165480,2020-05-23T07:06:21.824000,35.68515,-117.49601,5.428,1.651,21,147,121,0.06,0.08
awr_165481,2020-05-23T07:14:30.945000,35.68418,-117.49369,7.664,0.084,6,16,35,0.01,0.01
awr_165482,2020-05-23T07:20:29.968000,35.59245,-117.41839,10.392,0.672,1,5,1,0.0,0.0
awr_165483,2020-05-23T07:45:15.688000,35.73415,-117.52444,8.843,0.812,7,38,14,0.01,0.01
awr_165484,2020-05-23T07:46:17.128000,36.10319,-117.86286,4.709,0.348,1,2,4,0.01,0.0
awr_165485,2020-05-23T08:03:53.945000,35.60881,-117.46671,10.803,0.234,1,3,4,0.0,0.01
awr_165486,2020-05-23T08:16:57.256000,35.71784,-117.56509,8.531,0.481,14,48,67,0.05,0.02
awr_165487,2020-05-23T08:41:54.175000,36.10253,-117.66733,1.689,0.128,8,27,51,0.01,0.01
awr_165488,2020-05-23T08:54:56.950000,35.78279,-117.64354,11.793,0.845,24,122,171,0.02,0.02
awr_165489,2020-05-23T10:00:53.178000,35.70412,-117.47004,6.308,0.324,5,15,18,0.01,0.04
awr_165490,2020-05-23T10:08:03.706000,35.89215,-117.70069,6.564,0.21,1,2,5,0.03,0.03
awr_165491,2020-05-23T10:08:19.462000,35.92352,-117.73267,8.636,1.062,55,364,558,0.01,0.01
awr_165492,2020-05-23T10:50:41.911000,35.79559,-117.61432,11.612,0.046,10,38,33,0.01,0.01
awr_165493,2020-05-23T11:38:28.917000,35.67499,-117.45238,14.161,1.1,2,9,5,0.02,0.01
awr_165494,2020-05-23T11:39:55.331000,35.88704,-117.68701,8.685,0.411,3,6,17,0.01,0.01
awr_165495,2020-05-23T12:08:10.366000,35.32888,-118.00936,7.319,1.631,6,29,35,0.03,0.1
awr_165496,2020-05-23T12:51:28.368000,35.91286,-117.71941,6.068,0.312,1,1,6,0.0,0.01
awr_165497,2020-05-23T13:07:39.124000,35.63534,-117.55469,8.129,1.468,9,44,50,0.01,0.01
awr_165498,2020-05-23T13:13:55.407000,35.71215,-117.50184,4.348,0.651,4,14,18,0.01,0.01
awr_165499,2020-05-23T13:15:03.094000,36.04173,-117.59068,3.768,0.598,20,96,49,0.03,0.04
awr_165500,2020-05-23T13:22:40.278000,35.09666,-118.20451,8.201,1.32,1,3,3,0.0,0.02
awr_165501,2020-05-23T13:38:44.104000,35.71164,-117.50224,4.228,0.287,3,14,8,0.03,0.01
awr_165502,2020-05-23T13:45:23.099000,36.10655,-117.85048,4.961,1.038,27,94,112,0.04,0.03
awr_165503,2020-05-23T13:47:02.692000,36.10703,-117.85054,4.953,0.445,19,53,90,0.03,0.02
awr_165504,2020-05-23T14:07:47.055000,35.83746,-117.66541,10.819,0.902,16,59,93,0.04,0.05
awr_165505,2020-05-23T14:57:50.853000,35.9192,-117.68272,5.476,-0.11,25,95,96,0.01,0.02
awr_165506,2020-05-23T14:58:20.497000,35.65474,-117.54281,9.951,0.663,6,6,38,0.01,0.01
awr_165507,2020-05-23T15:02:31.670000,36.21692,-117.8813,3.716,0.268,4,16,23,0.01,0.06
awr_165508,2020-05-23T15:19:08.038000,35.91946,-117.68009,9.335,0.282,1,3,3,0.01,0.0
awr_165509,2020-05-23T15:19:59.252000,35.89073,-117.68217,11.679,0.999,5,28,27,0.01,0.01
awr_165510,2020-05-23T15:22:26.412000,35.63746,-117.44478,9.688,0.99,30,125,151,0.01,0.03
awr_165511,2020-05-23T15:24:31.434000,36.13003,-117.81713,4.274,0.535,67,324,379,0.02,0.04
awr_165512,2020-05-23T15:39:03.970000,35.71634,-117.55702,6.154,0.255,2,8,5,0.02,0.02
awr_165513,2020-05-23T15:55:34.919000,35.87063,-117.69667,8.363,0.31,3,11,9,0.01,0.0
awr_165514,2020-05-23T16:06:40.612000,36.12912,-117.86683,3.74,0.576,30,91,203,0.03,0.02
awr_165515,2020-05-23T16:11:53.955000,35.79339,-117.62037,12.31,1.022,24,114,148,0.01,0.02
awr_165516,2020-05-23T16:21:32.292000,35.33103,-118.0119,3.019,0.887,1,4,7,0.0,0.0
awr_165517,2020-05-23T16:36:35.418000,35.59196,-117.46053,10.97,0.623,1,3,4,0.01,0.01
awr_165518,2020-05-23T17:06:14.869000,35.923,-117.7325,9.058,0.337,1,1,5,0.01,0.0
awr_165519,2020-05-23T17:11:51.149000,35.66019,-117.47841,8.891,0.128,3,11,10,0.01,0.03
awr_165520,2020-05-23T17:17:31.694000,35.68195,-117.52825,7.547,0.777,24,120,92,0.02,0.03
awr_165521,2020-05-23T17:28:23.687000,35.91794,-117.69798,5.981,0.194,38,136,153,0.01,0.02
awr_165522,2020-05-23T17:32:48.222000,35.91777,-117.69805,5.968,0.898,45,203,188,0.01,0.02
awr_165523,2020-05-23T17:37:07.374000,35.67307,-117.51567,7.828,0.231,1,2,4,0.0,0.0
awr_165524,2020-05-23T17:54:46.450000,35.8852,-117.68331,5.988,0.984,10,44,41,0.03,0.03
awr_165525,2020-05-23T17:55:47.762000,35.88362,-117.6824,6.48,0.217,2,9,11,0.01,0.01
awr_165526,2020-05-23T18:01:30.428000,36.12999,-117.81858,4.199,0.111,41,151,172,0.02,0.02
awr_165527,2020-05-23T18:03:53.314000,35.67106,-117.55524,8.53,0.186,20,82,59,0.01,0.02
awr_165528,2020-05-23T18:15:46.952000,35.87635,-117.68462,7.3,0.355,4,12,18,0.01,0.01
awr_165529,2020-05-23T18:25:17.787000,35.90989,-117.70328,5.904,0.709,51,267,296,0.01,0.02
awr_165530,2020-05-23T18:29:19.819000,35.87495,-117.69436,8.514,0.769,32,149,152,0.02,0.04
awr_165531,2020-05-23T18:36:57.403000,35.79986,-117.60938,6.382,0.497,2,7,6,0.01,0.0
awr_165532,2020-05-23T18:40:22.892000,36.11061,-117.86334,3.68,0.175,2,6,6,0.04,0.01
awr_165533,2020-05-23T19:10:41.127000,35.88471,-117.6842,5.637,-0.318,1,2,4,0.01,0.01
awr_165534,2020-05-23T19:36:07.348000,35.87424,-117.6982,8.025,0.346,7,20,28,0.08,0.03
awr_165535,2020-05-23T19:36:43.068000,36.04994,-117.83572,3.867,0.187,1,2,5,0.1,0.07
awr_165536,2020-05-23T19:45:45.812000,36.13297,-117.83759,10.051,0.176,1,2,4,0.0,0.01
awr_165537,2020-05-23T19:47:47.351000,35.66692,-117.4752,6.948,0.505,13,61,28,0.01,0.02
awr_165538,2020-05-23T20:27:58.148000,35.71613,-117.49454,6.152,0.465,30,138,109,0.03,0.04
awr_165539,2020-05-23T20:46:31.789000,35.77077,-117.57132,4.159,0.015,1,2,5,0.0,0.0
awr_165540,2020-05-23T20:48:30.533000,35.68521,-117.4939,7.87,0.905,29,166,145,0.06,0.07
awr_165541,2020-05-23T21:03:26.815000,36.10253,-117.66733,1.689,0.227,12,47,59,0.04,0.01
awr_165542,2020-05-23T21:06:19.414000,35.95038,-117.71901,4.714,0.028,22,94,83,0.01,0.01
awr_165543,2020-05-23T21:18:16.782000,35.73527,-117.52694,8.376,0.281,1,3,3,0.0,0.0
awr_165544,2020-05-23T21:30:18.014000,35.68497,-117.49365,7.819,0.398,13,42,52,0.04,0.05
awr_165545,2020-05-23T21:39:23.400000,35.59498,-117.47153,8.031,0.793,24,80,90,0.01,0.05
awr_165546,2020-05-23T22:19:42.452000,36.07851,-117.85635,3.984,0.071,46,134,216,0.02,0.02
awr_165547,2020-05-23T22:22:41.590000,35.63034,-117.44653,10.636,0.494,3,8,10,0.06,0.02
awr_165548,2020-05-23T23:09:18.651000,35.60066,-117.47651,9.869,0.48,3,11,13,0.03,0.01
awr_165549,2020-05-23T23:33:47.397000,35.77295,-117.57297,10.086,0.821,8,27,50,0.01,0.02
awr_165550,2020-05-23T23:49:05.935000,35.70392,-117.55509,6.336,1.047,43,215,304,0.02,0.03
awr_165551,2020-05-23T23:50:30.252000,35.80713,-117.6199,8.271,0.742,47,187,240,0.01,0.01
awr_165552,2020-05-24T00:05:21.195000,35.77188,-117.57853,8.413,0.171,1,3,6,0.0,0.0
awr_165553,2020-05-24T00:14:56.172000,35.76578,-117.55172,12.606,0.65,45,225,222,0.01,0.02
awr_165554,2020-05-24T00:16:12.640000,36.05248,-117.393,6.329,0.293,3,5,14,0.01,0.01
awr_165555,2020-05-24T00:51:09.969000,35.57443,-117.51718,11.025,1.319,16,55,82,0.01,0.04
awr_165556,2020-05-24T00:52:29.992000,35.62022,-117.47379,10.842,0.298,3,4,16,0.0,0.01
awr_165557,2020-05-24T01:33:17.938000,35.7206,-117.55676,8.84,0.468,3,16,9,0.03,0.04
awr_165558,2020-05-24T01:43:00.855000,36.10253,-117.66733,1.689,1.175,11,46,66,0.04,0.01
awr_165559,2020-05-24T01:47:00.268000,35.90359,-118.32215,8.085,1.17,34,190,356,0.03,0.03
awr_165560,2020-05-24T01:50:00.584000,35.96347,-117.35954,4.424,0.737,78,473,341,0.02,0.03
awr_165561,2020-05-24T01:51:07.427000,35.85808,-117.66403,11.761,0.059,4,5,19,0.01,0.03
awr_165562,2020-05-24T02:01:50.052000,36.11971,-117.85958,3.887,0.093,17,44,81,0.03,0.02
awr_165563,2020-05-24T02:06:19.630000,35.58552,-117.60647,4.857,0.671,10,25,49,0.02,0.04
awr_165564,2020-05-24T02:41:41.708000,35.88134,-117.67809,7.388,0.05,5,17,34,0.01,0.01
awr_165565,2020-05-24T02:49:22.708000,35.76815,-117.5762,8.585,0.35,2,5,11,0.01,0.01
awr_165566,2020-05-24T03:02:28.154000,35.83246,-117.65622,9.707,0.251,9,21,47,0.01,0.01
awr_165567,2020-05-24T03:02:59.415000,35.74888,-117.55171,10.167,0.207,8,33,31,0.01,0.01
awr_165568,2020-05-24T03:58:08.773000,35.80447,-117.6198,9.204,-0.058,2,5,8,0.01,0.01
awr_165569,2020-05-24T04:24:33.992000,35.84447,-117.65491,7.719,0.535,14,80,110,0.01,0.05
awr_165570,2020-05-24T04:41:37.960000,35.91517,-117.74723,7.896,0.283,25,62,113,0.01,0.01
awr_165571,2020-05-24T04:42:52.362000,35.90887,-117.74168,9.554,0.088,20,61,84,0.01,0.01
awr_165572,2020-05-24T04:43:42.058000,35.90812,-117.68071,10.552,0.082,11,47,56,0.01,0.01
awr_165573,2020-05-24T04:44:26.126000,36.12952,-117.86631,3.733,0.583,45,143,295,0.02,0.02
awr_165574,2020-05-24T04:59:32.161000,35.90911,-117.7415,9.58,0.585,48,152,281,0.01,0.01
awr_165575,2020-05-24T05:04:05.814000,35.8828,-117.71484,10.719,0.839,59,295,440,0.02,0.01
awr_165576,2020-05-24T05:12:55.626000,35.88261,-117.71509,10.697,0.802,43,200,336,0.01,0.01
awr_165577,2020-05-24T05:34:06.225000,35.70039,-117.5826,7.659,0.997,28,136,97,0.01,0.04
awr_165578,2020-05-24T05:37:20.972000,35.88168,-117.6944,7.431,0.515,28,183,160,0.02,0.03
awr_165579,2020-05-24T05:43:39.254000,35.6771,-117.50012,7.05,1.358,12,71,60,0.02,0.04
awr_165580,2020-05-24T05:47:39.134000,36.10544,-117.83681,3.711,0.636,6,26,28,0.02,0.02
awr_165581,2020-05-24T05:56:06.149000,35.72443,-117.53381,7.063,0.551,3,11,13,0.01,0.01
awr_165582,2020-05-24T05:58:06.077000,35.90613,-117.6929,5.499,-0.184,5,9,21,0.02,0.02
awr_165583,2020-05-24T06:00:08.271000,35.6722,-117.52152,9.76,1.188,43,166,210,0.03,0.02
awr_165584,2020-05-24T06:02:36.997000,35.85227,-117.65923,8.002,0.112,6,19,19,0.02,0.05
awr_165585,2020-05-24T06:15:01.359000,36.11244,-117.84348,4.896,0.133,31,79,157,0.04,0.02
awr_165586,2020-05-24T06:19:32.392000,36.12415,-117.8534,3.642,0.257,14,34,77,0.03,0.02
awr_165587,2020-05-24T07:09:34.773000,35.90813,-117.68044,10.598,0.016,12,54,48,0.01,0.01
awr_165588,2020-05-24T07:21:36.572000,35.6105,-117.4632,10.67,0.303,4,12,18,0.01,0.08
awr_165589,2020-05-24T07:22:16.047000,35.87385,-117.48082,11.102,0.367,15,46,73,0.01,0.01
awr_165590,2020-05-24T07:28:30.737000,35.77239,-117.58185,7.769,0.82,17,80,92,0.02,0.03
awr_165591,2020-05-24T07:31:02.079000,35.77211,-117.5813,7.756,0.352,14,43,96,0.01,0.03
awr_165592,2020-05-24T07:39:15.506000,35.65621,-117.53299,10.003,0.484,8,38,36,0.01,0.05
awr_165593,2020-05-24T07:53:11.270000,35.59255,-117.42706,7.054,1.652,34,204,204,0.01,0.02
awr_165594,2020-05-24T08:27:50.574000,35.70763,-117.46995,7.03,0.264,4,16,13,0.01,0.03
awr_165595,2020-05-24T08:33:55.380000,35.88446,-117.70015,10.239,0.525,13,41,83,0.01,0.02
awr_165596,2020-05-24T08:41:35.439000,35.62816,-117.42179,7.296,0.319,2,8,4,0.07,0.07
awr_165597,2020-05-24T08:47:47.621000,36.13013,-117.81749,4.25,-0.291,64,219,314,0.02,0.02
awr_165598,2020-05-24T08:57:39.254000,36.12984,-117.86607,3.744,0.754,24,72,194,0.03,0.01
awr_165599,2020-05-24T08:58:20.825000,35.63351,-117.44066,11.129,0.968,17,75,82,0.02,0.04
awr_165600,2020-05-24T08:58:58.010000,36.12974,-117.86606,3.718,0.206,15,46,101,0.02,0.01
awr_165601,2020-05-24T09:22:30.691000,35.92807,-117.68189,10.044,0.609,31,193,210,0.02,0.05
awr_165602,2020-05-24T09:47:25.308000,36.11363,-117.84847,4.293,0.008,7,12,36,0.03,0.01
awr_165603,2020-05-24T10:09:46.961000,35.87892,-117.66437,10.375,0.103,9,24,33,0.03,0.01
awr_165604,2020-05-24T10:48:48.225000,36.05152,-117.84067,3.798,0.031,6,9,34,0.01,0.01
awr_165605,2020-05-24T10:51:46.150000,35.63767,-117.45696,8.397,0.313,4,15,16,0.01,0.01
awr_165606,2020-05-24T11:09:25.086000,35.61034,-117.58786,8.335,0.528,49,200,230,0.01,0.01
awr_165607,2020-05-24T11:11:14.070000,35.88231,-117.71516,10.707,1.483,75,434,575,0.02,0.03
awr_165608,2020-05-24T11:30:36.775000,35.88411,-117.71355,10.85,3.405,36,150,223,0.02,0.02
awr_165609,2020-05-24T11:31:30.817000,35.88225,-117.71622,10.631,2.149,59,284,509,0.02,0.01
awr_165610,2020-05-24T11:33:25.397000,35.88294,-117.71537,10.498,0.422,4,14,11,0.01,0.02
awr_165611,2020-05-24T11:36:49.628000,35.88228,-117.71609,10.639,0.498,8,21,32,0.02,0.04
awr_165612,2020-05-24T11:38:08.261000,35.88397,-117.71616,10.525,0.606,37,166,288,0.01,0.01
awr_165613,2020-05-24T11:44:44.979000,35.73831,-117.58239,7.72,0.364,28,105,149,0.01,0.01
awr_165614,2020-05-24T11:55:27.910000,35.88213,-117.71604,10.719,0.155,7,16,30,0.01,0.02
awr_165615,2020-05-24T11:56:27.214000,35.88489,-117.71377,10.796,0.08,1,3,3,0.0,0.01
awr_165616,2020-05-24T11:57:25.539000,35.60336,-117.40614,5.65,0.743,7,16,33,0.01,0.03
awr_165617,2020-05-24T11:58:20.791000,35.88169,-117.71548,10.715,1.302,75,444,561,0.02,0.02
awr_165618,2020-05-24T12:00:13.546000,35.88299,-117.71578,10.61,0.41,60,217,373,0.01,0.02
awr_165619,2020-05-24T12:11:00.857000,35.88238,-117.71459,10.751,1.553,45,256,348,0.01,0.02
awr_165620,2020-05-24T12:12:28.017000,35.90005,-117.6815,11.104,0.225,8,23,34,0.01,0.01
awr_165621,2020-05-24T12:15:10.685000,35.8815,-117.71555,10.738,0.459,7,23,27,0.02,0.02
awr_165622,2020-05-24T12:20:31.747000,35.88191,-117.71478,10.86,0.254,28,86,122,0.01,0.01
awr_165623,2020-05-24T12:28:20.239000,35.64502,-117.43328,9.65,1.003,13,59,77,0.01,0.02
awr_165624,2020-05-24T12:39:30.963000,35.6541,-117.53376,6.726,1.185,1,4,3,0.08,0.14
awr_165625,2020-05-24T12:50:32.989000,35.68459,-118.08253,9.012,0.467,2,5,9,0.01,0.01
awr_165626,2020-05-24T12:52:50.144000,35.88039,-117.71398,11.051,0.545,40,152,217,0.01,0.02
awr_165627,2020-05-24T12:53:06.340000,35.88412,-117.71597,10.562,0.919,45,208,339,0.02,0.01
awr_165628,2020-05-24T12:55:08.953000,35.88099,-117.71597,10.821,3.874,25,170,136,0.03,0.03
awr_165629,2020-05-24T12:59:31.419000,35.88144,-117.71363,10.987,0.621,46,204,364,0.01,0.02
awr_165630,2020-05-24T13:00:20.461000,35.88103,-117.71438,10.863,0.385,8,18,43,0.01,0.01
awr_165631,2020-05-24T13:01:32.069000,35.88099,-117.71409,10.975,0.606,15,39,77,0.02,0.02
awr_165632,2020-05-24T13:02:10.222000,35.87896,-117.71537,10.9,0.913,47,191,364,0.01,0.02
awr_165633,2020-05-24T13:06:22.247000,35.88113,-117.71764,10.519,1.651,61,416,515,0.01,0.03
awr_165634,2020-05-24T13:07:50.265000,35.88157,-117.71808,10.531,0.311,2,4,8,0.01,0.0
awr_165635,2020-05-24T13:11:00.885000,35.88112,-117.71396,10.958,0.734,24,89,128,0.01,0.02
awr_165636,2020-05-24T13:14:13.369000,35.88149,-117.71567,11.323,1.155,66,315,478,0.01,0.02
awr_165637,2020-05-24T13:16:36.110000,35.88161,-117.71733,10.507,0.605,28,78,170,0.04,0.01
awr_165638,2020-05-24T13:18:22.967000,35.88127,-117.71747,10.454,0.34,26,90,126,0.01,0.01
