%cl# YYYY MM DD HH mm ss.ss    lat(deg)  long.(deg) depth(km) mag eventID
 4  2018 07 15 05 32 41.300    19.42111 -155.27080   0.6610  2.79 71519960
 7  2018 07 15 05 34 16.400    19.42197 -155.26483   2.0220  0.69 71520056
 5  2018 07 15 05 35 15.730    19.41831 -155.27074   1.7360  1.21 71520115
 1  2018 07 15 05 39 29.940    19.39907 -155.27134   0.6370  1.33 71520369
 5  2018 07 15 05 42 26.980    19.41493 -155.27617   1.9400  1.46 71520547
 1  2018 07 15 05 42 34.370    19.40316 -155.26655   0.6150  1.62 71520553
 5  2018 07 15 05 42 56.690    19.41359 -155.27360   1.5980 -0.07 71520577
 1  2018 07 15 05 44 01.090    19.40141 -155.26831   0.6930  0.73 71520642
 3  2018 07 15 05 45 00.420    19.40093 -155.27479   2.1150  0.41 71520701
 4  2018 07 15 05 46 11.150    19.40990 -155.27323   1.4170  0.65 71520771
 6  2018 07 15 05 46 39.820    19.41380 -155.27319   1.6810  1.56 71520799
 1  2018 07 15 05 47 19.190    19.39919 -155.27129   0.5910  2.27 71520838
 1  2018 07 15 05 48 13.320    19.40118 -155.26816   0.6540  2.58 71520892
 1  2018 07 15 05 49 27.350    19.40045 -155.26950   0.6500  1.74 71520966
 1  2018 07 15 05 50 50.210    19.40350 -155.26647   0.6350  0.66 71521050
 1  2018 07 15 05 51 05.050    19.40526 -155.26507   0.6510  2.87 71521065
 4  2018 07 15 05 53 43.460    19.41008 -155.27277   1.4160  2.08 71521223
 9  2018 07 15 05 57 57.270    19.41825 -155.27098   1.7220  0.80 71521477
 7  2018 07 15 05 59 59.690    19.42188 -155.26481   2.0340  1.08 71521600
 3  2018 07 15 06 01 38.170    19.40114 -155.27518   2.1490  1.68 71521698
 6  2018 07 15 06 02 07.710    19.41004 -155.27357   1.4350  2.56 71521726
 5  2018 07 15 06 03 07.360    19.41497 -155.27617   1.9400  1.16 71521787
 1  2018 07 15 06 04 59.340    19.39951 -155.27137   0.6390  1.52 71521899
 4  2018 07 15 06 11 36.970    19.40286 -155.29014   1.2010  2.61 71522297
 1  2018 07 15 06 14 06.320    19.39826 -155.26953   0.6510  3.03 71522445
 1  2018 07 15 06 14 45.620    19.39948 -155.27131   0.6840  1.23 71522485
10  2018 07 15 06 15 35.360    19.41128 -155.26636   0.9940  2.29 71522535
 7  2018 07 15 06 18 05.900    19.42012 -155.26453   2.1970  1.43 71522686
 3  2018 07 15 06 20 50.390    19.40114 -155.27515   2.1650  1.10 71522851
 3  2018 07 15 06 21 33.570    19.40120 -155.27529   2.1410  1.91 71522893
 9  2018 07 15 06 23 49.410    19.42412 -155.28063  -0.3620  1.05 71523028
 5  2018 07 15 06 27 27.800    19.41509 -155.27619   1.9260  0.31 71523248
10  2018 07 15 06 27 49.750    19.41268 -155.26447   0.9860  1.11 71523269
 6  2018 07 15 06 29 41.590    19.41498 -155.27215   1.4870  1.36 71523381
 1  2018 07 15 06 34 12.720    19.40346 -155.26668   0.6330  0.47 71523652
 1  2018 07 15 06 38 14.660    19.39967 -155.27131   0.6550  1.01 71523895
 1  2018 07 15 06 39 58.220    19.40237 -155.26662   0.5670  0.01 71523998
18  2018 07 15 06 41 29.440    19.41831 -155.27078   1.7310  1.17 71524089
 2  2018 07 15 06 42 49.630    19.40676 -155.26528   2.0420 -0.22 71524170
 4  2018 07 15 06 45 30.240    19.41866 -155.28096   1.2160  0.14 71524330
 5  2018 07 15 06 47 04.790    19.41492 -155.27620   1.9400  1.21 71524424
 6  2018 07 15 06 50 06.740    19.41381 -155.27323   1.6790  1.49 71524606
18  2018 07 15 06 51 22.740    19.41208 -155.28114   2.0110  1.07 71524683
 3  2018 07 15 06 52 33.010    19.40013 -155.27619   2.0140  1.46 71524753
 3  2018 07 15 06 52 50.830    19.40115 -155.27500   2.1720  1.02 71524771
 3  2018 07 15 06 53 46.630    19.40050 -155.27594   2.0180  2.14 71524826
 1  2018 07 15 06 54 23.900    19.39920 -155.27127   0.5990  2.40 71524863
 8  2018 07 15 06 56 57.430    19.40279 -155.29020   1.2020  2.63 71525017
 1  2018 07 15 06 57 38.890    19.40359 -155.26717   0.5170  2.43 71525058
 1  2018 07 15 06 58 01.570    19.40010 -155.26952   0.5830  2.93 71525079
 1  2018 07 15 06 58 49.770    19.40306 -155.26655   0.7120  2.01 71525129
 4  2018 07 15 06 59 25.440    19.41586 -155.27296   2.1260  3.30 71525165
 8  2018 07 15 06 59 44.910    19.41876 -155.27713   0.5360  3.60 71525185
 1  2018 07 15 07 01 29.250    19.40123 -155.26820   0.6230  2.21 71525289
 3  2018 07 15 07 01 43.620    19.40101 -155.27533   2.1430  2.39 71525303
 1  2018 07 15 07 03 04.800    19.39981 -155.27747   0.7370  3.16 71525383
10  2018 07 15 07 03 36.750    19.41292 -155.26450   1.0590  2.50 71525414
 3  2018 07 15 07 03 53.430    19.39892 -155.27183   2.0000  1.67 71525433
 1  2018 07 15 07 05 21.240    19.39954 -155.27137   0.6610  1.22 71525521
 1  2018 07 15 07 05 50.720    19.39909 -155.27132   0.5960  2.42 71525549
 4  2018 07 15 07 06 21.020    19.41390 -155.28524   1.4310  2.01 71525581
 8  2018 07 15 07 09 24.620    19.41687 -155.28791   1.5800  1.04 71525765
 5  2018 07 15 07 10 14.680    19.41492 -155.27607   1.9530  1.05 71525815
 7  2018 07 15 07 12 42.990    19.42197 -155.26479   2.0280  0.79 71525963
 1  2018 07 15 07 13 23.980    19.39986 -155.27117   0.6670  0.18 71526004
 9  2018 07 15 07 20 57.950    19.40483 -155.26842   0.9060  1.69 71526457
10  2018 07 15 07 26 17.370    19.41285 -155.26447   1.0250 -0.56 71526777
 2  2018 07 15 07 30 40.120    19.40690 -155.26352   1.9110  0.08 71527040
 1  2018 07 15 07 31 22.050    19.40037 -155.26953   0.6110  2.63 71527081
 1  2018 07 15 07 32 29.670    19.40319 -155.26668   0.6290  1.23 71527149
 5  2018 07 15 07 33 10.600    19.41495 -155.27614   1.9440  1.07 71527190
 3  2018 07 15 07 35 24.170    19.40897 -155.28979   0.5140  0.62 71527324
 1  2018 07 15 07 35 45.290    19.40296 -155.26636   0.6880  1.98 71527344
 1  2018 07 15 07 36 00.290    19.39905 -155.27137   0.8150  1.23 71527360
 7  2018 07 15 07 36 54.170    19.42004 -155.26496   2.1230  1.08 71527414
 5  2018 07 15 07 39 50.270    19.41905 -155.27176   1.9220  1.21 71527590
12  2018 07 15 07 44 39.030    19.40291 -155.29027   1.2370  2.98 71527879
 1  2018 07 15 07 50 26.210    19.39949 -155.27121   0.6440  0.83 71528226
18  2018 07 15 07 55 12.140    19.41832 -155.27075   1.7340  1.17 71528512
 1  2018 07 15 07 57 21.940    19.39958 -155.27145   0.6190  0.62 71528642
 3  2018 07 15 07 57 38.230    19.40108 -155.27528   2.1450  2.11 71528657
 5  2018 07 15 07 58 24.890    19.41494 -155.27612   1.9510  0.30 71528705
 1  2018 07 15 08 00 53.530    19.40255 -155.26670   0.5490  0.21 71528853
 4  2018 07 15 08 01 29.030    19.41493 -155.28581   1.3080  0.60 71528889
10  2018 07 15 08 04 49.910    19.41291 -155.26437   1.0300  1.50 71529089
 1  2018 07 15 08 08 22.590    19.40078 -155.26984   0.0060  3.00 71529300
 1  2018 07 15 08 11 41.760    19.40526 -155.26452   0.6340  2.24 71529501
 8  2018 07 15 08 12 14.040    19.42047 -155.27687   1.2400  2.08 71529533
 1  2018 07 15 08 13 42.690    19.39992 -155.27134   0.6830  0.68 71529623
 5  2018 07 15 08 15 24.280    19.41493 -155.27616   1.9470  1.21 71529724
12  2018 07 15 08 18 34.670    19.40221 -155.28994   1.4740  2.39 71529914
 1  2018 07 15 08 20 16.730    19.39955 -155.27153   0.6830  1.20 71530017
 5  2018 07 15 08 21 56.070    19.41431 -155.27611   1.9430  0.13 71530116
 9  2018 07 15 08 24 55.730    19.41685 -155.28784   1.5610  1.59 71530295
 7  2018 07 15 08 31 50.840    19.42188 -155.26519   2.0000  0.06 71530711
 1  2018 07 15 08 35 03.740    19.40372 -155.26662   0.6700  0.09 71530904
 4  2018 07 15 08 36 56.450    19.41531 -155.28546   1.3930  1.81 71531016
 1  2018 07 15 08 37 34.730    19.39963 -155.27132   0.6840  0.66 71531054
 5  2018 07 15 08 41 07.100    19.41494 -155.27617   1.9410  0.82 71531268
 1  2018 07 15 08 41 21.650    19.39901 -155.27131   0.5920  2.28 71531281
 4  2018 07 15 08 42 05.080    19.41585 -155.28608   1.4370  1.50 71531326
 3  2018 07 15 08 42 14.850    19.40119 -155.27588   2.2900  0.93 71531335
 3  2018 07 15 08 43 59.720    19.39861 -155.27150   1.8360  1.96 71531439
10  2018 07 15 08 44 18.720    19.41291 -155.26450   1.0530  1.27 71531458
 9  2018 07 15 08 45 01.960    19.41924 -155.26986   2.0300  1.41 71531502
 6  2018 07 15 08 51 54.560    19.41284 -155.27328   1.6380  0.65 71531915
12  2018 07 15 08 57 11.130    19.40223 -155.29033   1.6810  1.96 71532231
 5  2018 07 15 08 59 41.680    19.41495 -155.27611   1.9370  0.90 71532382
 9  2018 07 15 09 02 55.550    19.40478 -155.26831   0.8300  2.24 71532575
 1  2018 07 15 09 03 46.090    19.40063 -155.26973   0.3720  3.09 71532624
10  2018 07 15 09 04 46.390    19.40558 -155.26654   0.8220  2.39 71532686
 6  2018 07 15 09 07 52.000    19.41373 -155.27313   1.6420  0.66 71532872
 3  2018 07 15 09 09 31.070    19.40106 -155.27519   2.1500  2.20 71532970
28  2018 07 15 09 11 00.000    19.40586 -155.26711   0.7280  1.41 71533060
10  2018 07 15 09 11 34.130    19.41715 -155.26305   1.0360  2.04 71533093
 7  2018 07 15 09 14 12.550    19.42090 -155.27080   1.8680  1.56 71533252
 7  2018 07 15 09 19 02.370    19.42181 -155.26502   2.0180  0.35 71533542
 2  2018 07 15 09 22 44.730    19.40711 -155.26340   1.9430  0.86 71533765
 1  2018 07 15 09 23 36.400    19.40121 -155.26821   0.6480  2.31 71533815
 5  2018 07 15 09 23 58.270    19.41496 -155.27614   1.9470  1.19 71533838
 1  2018 07 15 09 25 23.710    19.39904 -155.27131   0.5700  2.11 71533923
 1  2018 07 15 09 26 05.830    19.39978 -155.27134   0.6730  1.20 71533965
 5  2018 07 15 09 32 12.830    19.41934 -155.27088   1.9540  1.10 71534333
 6  2018 07 15 09 33 21.370    19.42011 -155.26488   2.2140  1.54 71534402
 8  2018 07 15 09 34 17.260    19.41696 -155.28745   1.5460 -0.32 71534457
 1  2018 07 15 09 35 49.340    19.41978 -155.27092   1.9650  0.78 71534549
 7  2018 07 15 09 44 15.960    19.41289 -155.27321   1.6440  0.49 71535056
 1  2018 07 15 09 47 04.210    19.39970 -155.27124   0.6610  0.33 71535224
10  2018 07 15 09 47 13.830    19.41270 -155.26449   0.9950  1.21 71535233
 1  2018 07 15 09 48 29.680    19.40420 -155.26632   0.7530  1.93 71535309
 1  2018 07 15 09 51 33.130    19.39952 -155.27140   0.6700  0.82 71535493
 1  2018 07 15 09 51 42.290    19.40066 -155.26958   0.6590  1.75 71535502
 4  2018 07 15 09 57 24.340    19.41940 -155.27842   1.4510  2.30 71535844
 3  2018 07 15 10 00 58.850    19.40130 -155.27519   2.1670  0.98 71536058
 3  2018 07 15 10 05 51.590    19.40113 -155.27523   2.1480  1.99 71536351
 1  2018 07 15 10 06 49.720    19.39919 -155.27122   0.5980  2.28 71536409
 6  2018 07 15 10 07 29.940    19.42045 -155.26268   0.6260  3.47 71536450
18  2018 07 15 10 07 36.920    19.41989 -155.28068   1.0020  3.79 71536457
 1  2018 07 15 10 10 29.720    19.40495 -155.26453   0.4460  2.19 71536629
 6  2018 07 15 10 12 59.620    19.42112 -155.26514   2.0220  0.90 71536780
 3  2018 07 15 10 15 10.510    19.40127 -155.27498   2.1000  1.07 71536911
 1  2018 07 15 10 15 25.220    19.40320 -155.26672   0.6310  1.27 71536924
 5  2018 07 15 10 16 58.230    19.41493 -155.27607   1.9550  1.18 71537018
 3  2018 07 15 10 25 48.670    19.40105 -155.27531   2.1410  2.31 71537548
 1  2018 07 15 10 26 51.290    19.39899 -155.27134   0.5410  2.17 71537610
 2  2018 07 15 10 28 44.840    19.40716 -155.26338   2.1150  0.68 71537725
 1  2018 07 15 10 30 31.210    19.40045 -155.26784   0.7240  1.08 71537831
 1  2018 07 15 10 31 05.800    19.39946 -155.27131   0.6670  1.30 71537864
 4  2018 07 15 10 34 24.200    19.42155 -155.26978   0.6410  2.30 71538063
 8  2018 07 15 10 34 39.260    19.41680 -155.28787   1.5740  0.87 71538079
 5  2018 07 15 10 46 49.870    19.41497 -155.27607   1.9420  0.54 71538810
 1  2018 07 15 10 47 50.990    19.39958 -155.27129   0.6560  0.45 71538871
 1  2018 07 15 10 49 30.270    19.40378 -155.26641   0.6790  1.69 71538970
 1  2018 07 15 10 51 27.790    19.40073 -155.26800   0.6770  1.56 71539087
 1  2018 07 15 10 51 44.420    19.39878 -155.27113   0.5960  1.50 71539104
12  2018 07 15 10 53 17.180    19.40183 -155.29010   1.7540  2.60 71539197
 1  2018 07 15 10 53 58.100    19.40029 -155.26960   0.6230  1.36 71539237
 3  2018 07 15 10 55 47.040    19.40075 -155.27607   1.9670  2.17 71539346
10  2018 07 15 10 56 01.890    19.41287 -155.26434   1.0690  1.69 71539361
 1  2018 07 15 10 56 14.840    19.40544 -155.26641   0.8670  2.55 71539375
 5  2018 07 15 11 02 51.570    19.41432 -155.27604   1.9660 -0.11 71539771
 1  2018 07 15 11 06 35.840    19.40361 -155.26644   0.6910  1.53 71539995
 5  2018 07 15 11 11 15.350    19.41494 -155.27611   1.9490  1.27 71540275
 2  2018 07 15 11 12 59.150    19.40727 -155.26351   1.9690  0.49 71540379
10  2018 07 15 11 13 22.110    19.41270 -155.26447   0.9970  0.83 71540402
 4  2018 07 15 11 13 40.260    19.39796 -155.27183   2.0950  1.68 71540420
 1  2018 07 15 11 13 46.660    19.40116 -155.26820   0.6500  2.36 71540425
 6  2018 07 15 11 20 06.650    19.41286 -155.27326   1.6510  0.93 71540806
 4  2018 07 15 11 22 11.610    19.41208 -155.26919   1.1830  1.46 71540931
 7  2018 07 15 11 22 58.190    19.42022 -155.26473   2.1980  1.23 71540978
 8  2018 07 15 11 23 47.060    19.41981 -155.27606   1.3180  2.41 71541027
18  2018 07 15 11 27 51.510    19.41831 -155.27070   1.7410  1.07 71541271
 4  2018 07 15 11 28 43.930    19.41117 -155.26971   1.2900  2.15 71541323
 9  2018 07 15 11 29 11.820    19.40977 -155.26969   1.0050  1.24 71541351
 4  2018 07 15 11 29 57.370    19.40927 -155.27012   1.0000  2.45 71541396
 3  2018 07 15 11 30 48.420    19.40129 -155.27518   2.1530  0.98 71541448
 4  2018 07 15 11 35 40.360    19.41526 -155.28527   1.2580  1.82 71541740
 8  2018 07 15 11 36 05.350    19.41696 -155.28799   1.5220  0.00 71541766
 4  2018 07 15 11 38 29.070    19.41394 -155.28519   1.3310  1.35 71541909
 9  2018 07 15 11 40 26.480    19.40870 -155.27920   1.7620  0.73 71542027
12  2018 07 15 11 41 44.560    19.40282 -155.29028   1.2270  2.65 71542104
 9  2018 07 15 11 43 08.610    19.41028 -155.28895   2.0730  3.09 71542187
12  2018 07 15 11 45 17.320    19.40222 -155.28996   1.4730  2.42 71542317
 1  2018 07 15 11 45 50.910    19.40216 -155.26616   0.6560  2.32 71542351
 3  2018 07 15 11 47 47.620    19.40108 -155.27528   2.1420  2.20 71542467
 1  2018 07 15 11 49 44.190    19.39903 -155.27153   0.6220  1.53 71542584
10  2018 07 15 11 50 36.260    19.41292 -155.26453   1.0480  2.16 71542635
 1  2018 07 15 11 51 16.400    19.40024 -155.27245   0.7900  2.42 71542675
 2  2018 07 15 11 51 49.680    19.40633 -155.26543   2.0550  0.94 71542710
 1  2018 07 15 11 54 39.560    19.39958 -155.27135   0.6690  1.19 71542879
 4  2018 07 15 11 55 07.170    19.42045 -155.26219   0.7510  3.29 71542907
 1  2018 07 15 11 55 54.530    19.40068 -155.27744   0.6430  3.04 71542952
 5  2018 07 15 11 57 19.480    19.42008 -155.27111   1.8840  1.92 71543040
 8  2018 07 15 11 59 02.860    19.42081 -155.27627   1.1600  2.19 71543142
 5  2018 07 15 12 02 10.590    19.41495 -155.27609   1.9550  1.36 71543330
 1  2018 07 15 12 06 08.860    19.39954 -155.27124   0.6590  1.14 71543568
 4  2018 07 15 12 11 52.430    19.41861 -155.28097   1.2320  0.45 71543912
 3  2018 07 15 12 18 28.880    19.40152 -155.27542   2.2540  0.77 71544309
 2  2018 07 15 12 21 02.640    19.40786 -155.26178   1.7860 -0.46 71544462
 1  2018 07 15 12 22 09.950    19.39935 -155.27121   0.6440  0.14 71544529
12  2018 07 15 12 22 49.780    19.40189 -155.29015   1.7030  1.04 71544569
 1  2018 07 15 12 25 03.470    19.39893 -155.27103   0.6050  1.36 71544703
25  2018 07 15 12 25 54.370    19.40252 -155.26657   0.5630  0.36 71544754
 9  2018 07 15 12 26 55.890    19.41521 -155.28478   1.6510  1.76 71544815
 4  2018 07 15 12 39 00.690    19.40998 -155.27274   1.4110  1.92 71545540
12  2018 07 15 12 39 46.250    19.40207 -155.29129   1.6680  2.62 71545586
 8  2018 07 15 12 42 43.700    19.41306 -155.27402   1.6000  0.71 71545764
 1  2018 07 15 12 45 06.350    19.40376 -155.26652   0.7340  1.90 71545905
 6  2018 07 15 12 47 59.400    19.41384 -155.27316   1.6830  1.69 71546079
10  2018 07 15 12 48 35.510    19.41272 -155.26449   1.0420  1.65 71546114
 9  2018 07 15 12 49 07.000    19.41276 -155.27111   1.7250  1.54 71546147
10  2018 07 15 12 49 18.700    19.41832 -155.27072   1.7350  0.71 71546159
 7  2018 07 15 12 51 23.130    19.41362 -155.27083   1.7000  2.48 71546282
 6  2018 07 15 12 52 28.230    19.41314 -155.27396   1.6270  0.48 71546348
 4  2018 07 15 12 55 41.160    19.40973 -155.27339   1.4290  0.67 71546541
 3  2018 07 15 12 57 45.290    19.39627 -155.27589  -0.0370  1.85 71546664
 5  2018 07 15 12 58 42.970    19.41498 -155.27607   1.9550  1.52 71546723
 1  2018 07 15 13 02 36.510    19.39962 -155.27119   0.6520 -0.25 71546955
10  2018 07 15 13 05 02.080    19.41273 -155.26440   1.0040  0.52 71547102
 3  2018 07 15 13 05 32.120    19.40110 -155.27519   2.1500  2.29 71547131
12  2018 07 15 13 05 56.400    19.40239 -155.29049   1.6560  1.98 71547156
 1  2018 07 15 13 07 18.740    19.40547 -155.26481   0.6690  2.41 71547237
 1  2018 07 15 13 08 00.470    19.39793 -155.27793   0.7540  2.04 71547280
 4  2018 07 15 13 09 20.860    19.39940 -155.27739   0.7930  2.93 71547359
 1  2018 07 15 13 09 42.230    19.40140 -155.26813   0.6620  2.67 71547382
 7  2018 07 15 13 10 46.550    19.41587 -155.26686   0.8320  2.07 71547446
16  2018 07 15 13 11 51.820    19.40072 -155.26628   0.9580  2.17 71547511
 9  2018 07 15 13 14 01.560    19.41320 -155.27982   1.5220  1.74 71547641
 5  2018 07 15 13 15 59.920    19.41493 -155.27611   1.9550  1.20 71547760
 4  2018 07 15 13 16 57.640    19.41472 -155.28550   1.3650  1.74 71547817
 4  2018 07 15 13 19 29.160    19.41379 -155.28551   1.3450  1.79 71547969
 4  2018 07 15 13 24 49.290    19.41555 -155.28359   1.2700  1.98 71548289
 1  2018 07 15 13 25 41.150    19.39947 -155.27131   0.6510  1.09 71548340
 9  2018 07 15 13 26 04.190    19.41109 -155.29289   2.6590  5.20 71548365
 7  2018 07 15 13 41 27.340    19.42580 -155.27757  -0.4700  1.62 71549286
 5  2018 07 15 13 56 59.970    19.41416 -155.27611   1.9630  0.05 71550220
 5  2018 07 15 14 27 39.100    19.41423 -155.27612   1.9590 -0.02 71552059
 5  2018 07 15 14 27 52.880    19.41365 -155.27640   1.7860  0.01 71552073
 5  2018 07 15 14 54 07.530    19.41450 -155.27622   1.9600  0.63 71553647
 5  2018 07 15 15 16 11.320    19.41396 -155.27606   1.9020 -0.06 71554971
 8  2018 07 15 15 37 41.070    19.41395 -155.27554   1.3070  0.91 71556259
 5  2018 07 15 15 52 50.870    19.41407 -155.27616   1.8890 -0.28 71557171
 5  2018 07 15 16 15 25.130    19.41409 -155.27604   1.9360  0.03 71558525
 5  2018 07 15 16 22 19.810    19.41479 -155.27612   1.9450  1.16 71558939
 5  2018 07 15 16 30 55.880    19.41430 -155.27616   1.9340  0.61 71559456
 5  2018 07 15 16 53 41.170    19.41389 -155.27599   1.8520  0.02 71560821
 4  2018 07 15 16 53 48.700    19.41008 -155.27318   1.4330  0.26 71560829
 5  2018 07 15 17 24 09.280    19.41377 -155.27663   1.9180  0.30 71562649
 4  2018 07 15 17 36 38.280    19.41011 -155.27311   1.4150  1.16 71563398
 5  2018 07 15 17 46 02.680    19.41441 -155.27629   1.9380  0.04 71563962
 4  2018 07 15 17 46 11.520    19.40996 -155.27326   1.4140  0.21 71563972
 5  2018 07 15 17 49 51.160    19.41433 -155.27616   1.9290  0.85 71564191
 5  2018 07 15 17 55 15.340    19.41484 -155.27599   1.9580  1.15 71564515
 5  2018 07 15 18 02 24.980    19.41414 -155.27594   1.9470 -0.21 71564945
 4  2018 07 15 18 07 41.460    19.41007 -155.27287   1.4080 -0.19 71565261
 4  2018 07 15 18 08 11.960    19.40992 -155.27354   1.4010 -0.35 71565292
 5  2018 07 15 18 22 01.440    19.41419 -155.27604   1.9290  0.33 71566121
 5  2018 07 15 18 43 12.780    19.41488 -155.27616   1.9450 -0.26 71567393
 9  2018 07 15 18 43 59.740    19.40980 -155.27420   1.4120  0.01 71567440
 4  2018 07 15 18 44 36.480    19.40997 -155.27339   1.4190  0.70 71567476
18  2018 07 15 18 47 46.560    19.41009 -155.27371   1.4500 -0.25 71567666
 5  2018 07 15 18 53 12.260    19.41392 -155.27617   1.8330  0.12 71567992
 5  2018 07 15 19 04 18.500    19.41376 -155.27611   1.8400  0.30 71568658
 5  2018 07 15 19 04 26.240    19.41416 -155.27622   1.9040  0.21 71568666
 5  2018 07 15 19 15 34.480    19.41483 -155.27629   1.9450  0.43 71569334
 4  2018 07 15 19 16 59.980    19.40999 -155.27344   1.3820  0.26 71569420
 4  2018 07 15 19 20 34.840    19.41009 -155.27314   1.4250  1.48 71569634
 7  2018 07 15 19 24 17.260    19.41823 -155.27201   1.9460  0.46 71569857
 5  2018 07 15 19 25 10.220    19.41412 -155.27616   1.9230 -0.10 71569910
 5  2018 07 15 19 38 04.560    19.41480 -155.27612   1.9460  1.35 71570684
 5  2018 07 15 19 39 53.080    19.41435 -155.27620   1.9400  0.27 71570793
 4  2018 07 15 19 47 51.680    19.40995 -155.27331   1.3990  0.29 71571272
 3  2018 07 15 19 57 07.580    19.40992 -155.27350   1.4300 -0.01 71571827
 4  2018 07 15 19 58 08.800    19.41013 -155.27313   1.4240  0.91 71571888
 5  2018 07 15 19 58 37.920    19.41456 -155.27614   1.9320  0.91 71571917
 5  2018 07 15 20 14 41.940    19.41477 -155.27630   1.9540  0.21 71572882
 5  2018 07 15 20 14 50.880    19.41382 -155.27640   1.8090  0.13 71572891
 7  2018 07 15 20 15 57.240    19.41831 -155.26089   0.8330  0.98 71572957
 5  2018 07 15 20 23 23.400    19.41353 -155.27562   1.4430  0.95 71573403
 7  2018 07 15 20 27 47.680    19.41843 -155.27757   1.7060  0.29 71573667
 5  2018 07 15 20 39 42.700    19.41478 -155.27612   1.9470  0.94 71574382
 6  2018 07 15 20 39 47.280    19.41381 -155.27319   1.6880  1.94 71574387
 5  2018 07 15 21 00 55.960    19.41397 -155.27604   1.8660  0.10 71575656
 4  2018 07 15 21 04 52.520    19.41022 -155.27288   1.4000  2.18 71575891
 1  2018 07 15 21 11 32.520    19.40115 -155.26825   0.6140  0.73 71576292
 6  2018 07 15 21 12 23.320    19.41313 -155.27419   1.6590  1.09 71576343
 6  2018 07 15 21 12 44.880    19.41022 -155.27406   1.3790  2.49 71576363
 6  2018 07 15 21 13 42.080    19.41296 -155.27352   1.6290  0.26 71576422
 6  2018 07 15 21 16 02.780    19.41433 -155.27681   1.2420  0.87 71576562
 5  2018 07 15 21 19 52.040    19.41484 -155.27603   1.9560  1.30 71576791
32  2018 07 15 21 35 18.640    19.40827 -155.27936   1.6110  0.45 71577719
 5  2018 07 15 21 36 35.080    19.41484 -155.27614   1.9520  0.29 71577795
 7  2018 07 15 21 38 05.600    19.42006 -155.26457   2.2110  0.75 71577884
 5  2018 07 15 21 52 05.040    19.41475 -155.27606   1.9450 -0.06 71578726
 5  2018 07 15 21 56 55.840    19.41392 -155.27633   1.8510  0.23 71579016
 3  2018 07 15 22 04 48.780    19.40129 -155.27518   2.1980  1.20 71579488
 5  2018 07 15 22 10 15.340    19.41491 -155.27606   1.9520 -0.11 71579816
 4  2018 07 15 22 13 13.060    19.41004 -155.27321   1.4340  0.55 71579993
 5  2018 07 15 22 13 41.340    19.41477 -155.27643   1.9330  0.50 71580021
 5  2018 07 15 22 19 03.460    19.41440 -155.27611   1.9350  0.76 71580343
 5  2018 07 15 22 25 40.920    19.41486 -155.27601   1.9540  1.08 71580740
 6  2018 07 15 22 42 16.660    19.41383 -155.27324   1.6840  1.61 71581736
 8  2018 07 15 22 45 08.720    19.41399 -155.27746   1.3860  1.06 71581908
18  2018 07 15 22 48 00.140    19.41826 -155.27070   1.7350  0.57 71582080
 5  2018 07 15 22 50 51.080    19.41389 -155.27611   1.8430  0.27 71582251
 7  2018 07 15 22 52 25.480    19.41015 -155.27305   1.4260  1.19 71582345
 6  2018 07 15 22 53 31.400    19.41313 -155.27410   1.6300  0.89 71582411
 5  2018 07 15 22 59 44.880    19.41501 -155.27593   1.9600  0.18 71582785
 5  2018 07 15 23 00 22.720    19.42031 -155.26330   2.1750  1.03 71582823
 1  2018 07 15 23 01 57.080    19.40113 -155.26855   0.6660  0.60 71582917
 4  2018 07 15 23 02 57.600    19.40853 -155.27895   1.6750  0.46 71582977
 5  2018 07 15 23 06 02.400    19.41428 -155.27614   1.9180  0.55 71583162
 3  2018 07 15 23 11 22.080    19.40067 -155.27508   2.1560  0.47 71583482
 9  2018 07 15 23 11 58.480    19.41886 -155.27196   1.8910  1.25 71583518
 7  2018 07 15 23 12 06.920    19.42012 -155.27109   1.9630  2.08 71583527
 5  2018 07 15 23 14 33.120    19.41478 -155.27604   1.9630 -0.49 71583673
 3  2018 07 15 23 22 02.440    19.40048 -155.27607   2.0840  1.26 71584122
 6  2018 07 15 23 25 50.960    19.41296 -155.27334   1.6490  1.08 71584351
 5  2018 07 15 23 28 31.200    19.41485 -155.27601   1.9550  1.35 71584511
 5  2018 07 15 23 32 45.020    19.41418 -155.27612   1.8990  0.36 71584765
10  2018 07 15 23 33 29.160    19.41265 -155.26453   0.9900  1.31 71584808
 5  2018 07 15 23 34 42.500    19.41356 -155.27578   1.5030  1.03 71584882
 1  2018 07 15 23 35 22.200    19.40137 -155.26815   0.6520  1.93 71584921
 5  2018 07 15 23 44 24.540    19.41486 -155.27622   1.9480  0.07 71585464
 4  2018 07 15 23 57 29.440    19.41144 -155.27394   1.2530  1.58 71586249
 6  2018 07 15 23 57 55.520    19.41118 -155.27375   1.1980  2.27 71586274
 8  2018 07 16 00 02 14.790    19.41183 -155.27046   1.3580  2.09 71600134
 1  2018 07 16 00 05 21.110    19.40330 -155.26652   0.5700 -0.17 71600320
 4  2018 07 16 00 11 20.980    19.41020 -155.27285   1.4080  2.16 71600679
 6  2018 07 16 00 13 30.540    19.41286 -155.27336   1.5800  1.00 71600811
 5  2018 07 16 00 14 56.330    19.41398 -155.27669   1.1710  1.17 71600896
 5  2018 07 16 00 18 09.530    19.41486 -155.27611   1.9450  1.25 71601089
