,Unnamed: 0,time,latitude,longitude,depth,magnitude,event_description,associated_phase_count,azimuthal_gap,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,stations,strike,dip,rake,kappa,scalar error,template-id,Slip style
32106,32106,2018-11-21 14:20:58.984000,-42.60645,173.10551,10543.0,1.22820837696,,0.0,,smi:local/2016_11_27t00_17_01_20181121T142108.108122,79.0,1.22820837696,,,ML,0.0,0.0,3.0,13.0,1.05461087638,311.0,0.0,32.0,2021-06-10 17:24:28.000000,EQcorrscan,,2021-06-08 11:09:29.208315,,,,,,,,2016_11_27t00_17_01,Normal
32107,32107,2018-11-21 19:49:22.070000,-42.10391,173.11324,14023.0,1.50807344554,,0.0,,smi:local/2016_11_15t20_11_09_20181121T194930.308122,94.0,1.50807344554,,,ML,0.0,0.0,3.0,13.0,1.6875,60.0,0.0,208.0,2021-06-10 17:24:30.000000,EQcorrscan,,2021-06-08 11:09:29.252725,,,,,,,,2016_11_15t20_11_09,Unknown
32108,32108,2018-11-22 08:02:28.086871,-42.052753,173.756789,-2960.938,1.27019469948,,8.0,155.8,smi:local/2016_11_14t19_45_44_20181122T080237.403832,,1.27019469948,,,ML,1.0,7.0,1.0,11.0,0.493801,8.0,7.0,5950.33612496,2021-06-10 17:24:31.000000,EQcorrscan,,2021-06-08 11:10:21.006694,,"BSWZ, CMWZ, GVZ, KHZ, LTZ, NNZ, THZ",,,,,,2016_11_14t19_45_44,Normal
32109,32109,2018-11-22 10:13:18.992000,-41.73577,174.29898,14917.0,1.44404575667,,0.0,,smi:local/2016_12_10t13_35_05_20181122T101323.203832,211.0,1.44404575667,,,ML,0.0,0.0,15.0,27.0,0.58963090671,839.0,0.0,127.0,2021-06-10 17:24:35.000000,EQcorrscan,,2021-06-08 11:10:21.028108,,,,,,,,2016_12_10t13_35_05,Strike-slip
32110,32110,2018-11-22 11:29:02.099000,-42.01732,173.71706,14911.0,1.21635663509,,0.0,,smi:local/2016_11_19t12_49_47_20181122T112907.437165,406.0,1.21635663509,,,ML,0.0,0.0,7.0,15.0,0.219905306524,256.0,0.0,521.0,2021-06-10 17:24:38.000000,EQcorrscan,,2021-06-08 11:10:20.982453,,,,,,,,2016_11_19t12_49_47,Strike-slip
32111,32111,2018-11-23 08:02:36.001000,-42.23127,173.578,11921.0,1.48564873699,,0.0,,smi:local/2016_11_18t09_06_19_20181123T080241.058393,588.0,1.48564873699,,,ML,0.0,0.0,11.0,23.0,0.403575592693,590.0,0.0,335.0,2021-06-10 17:24:41.000000,EQcorrscan,,2021-06-08 11:11:23.554012,,,,,,,,2016_11_18t09_06_19,Strike-slip
32112,32112,2018-11-23 13:15:32.832086,-42.136988,173.637142,12449.219,1.65625085425,,19.0,192.737,smi:local/2016_11_21t19_12_01_20181123T131536.725060,,1.65625085425,,,ML,7.0,12.0,7.0,20.0,0.353638,19.0,13.0,2322.23168525,2021-06-10 17:24:43.000000,EQcorrscan,,2021-06-08 11:11:23.573856,,"BHW, BSWZ, CMWZ, CRSZ, DSZ, DUWZ, KIW, MTW, OGWZ, TCW, TKNZ, TUWZ, WEL",,,,,,2016_11_21t19_12_01,Normal
32113,32113,2018-11-23 18:25:00.025000,-41.75572,174.24222,11644.0,1.42660771932,,0.0,,smi:local/2016_12_13t05_52_12_20181123T182503.458393,469.0,1.42660771932,,,ML,0.0,0.0,6.0,21.0,0.402594890966,446.0,0.0,605.0,2021-06-10 17:24:46.000000,EQcorrscan,,2021-06-08 11:11:23.591537,,,,,,,,2016_12_13t05_52_12,Strike-slip
32114,32114,2018-11-23 20:26:38.875000,-41.74658,174.2619,10373.0,2.29553112862,,0.0,,smi:local/2016_11_15t02_48_51_20181123T202642.728393,371.0,2.29553112862,,,ML,0.0,0.0,3.0,16.0,0.776137931034,34.0,0.0,507.0,2021-06-10 17:24:48.000000,EQcorrscan,,2021-06-08 11:12:30.399985,,,,,,,,2016_11_15t02_48_51,Strike-slip
32115,32115,2018-11-23 22:14:28.138000,-41.99988,173.65974,13617.0,1.51818903407,,0.0,,smi:local/2016_11_18t04_40_05_20181123T221437.728393,259.0,1.51818903407,,,ML,0.0,0.0,4.0,21.0,0.351105185185,331.0,0.0,272.0,2021-06-10 17:24:50.000000,EQcorrscan,,2021-06-08 11:12:30.425425,,,,,,,,2016_11_18t04_40_05,Reverse
32116,32116,2018-11-24 10:33:37.965000,-42.23569,173.5695,11559.0,1.23466949828,,0.0,,smi:local/2016_11_14t02_43_26_20181124T103343.461726,197.0,1.23466949828,,,ML,0.0,0.0,5.0,3.0,0.203974358974,37.0,0.0,205.0,2021-06-10 17:24:51.000000,EQcorrscan,,2021-06-08 11:12:30.416069,,,,,,,,2016_11_14t02_43_26,Unknown
32117,32117,2018-11-24 19:59:02.880000,-42.69266,172.80557,4361.0,1.52227581353,,0.0,,smi:local/2016_11_17t03_34_39_20181124T195911.321591,174.0,1.52227581353,,,ML,0.0,0.0,4.0,19.0,4.26138805597,305.0,0.0,357.0,2021-06-10 17:24:53.000000,EQcorrscan,,2021-06-08 11:13:28.923703,,,,,,,,2016_11_17t03_34_39,Unknown
32118,32118,2018-11-25 05:10:22.105000,-41.81832,174.18152,12256.0,1.48439562243,,0.0,,smi:local/2016_11_13t16_33_51_20181125T051026.154925,562.0,1.48439562243,,,ML,0.0,0.0,4.0,11.0,0.360333333333,23.0,0.0,269.0,2021-06-10 17:24:55.000000,EQcorrscan,,2021-06-08 11:13:28.878728,,,,,,,,2016_11_13t16_33_51,Normal
32119,32119,2018-11-25 16:38:00.993000,-42.29451,173.6419,14233.0,1.79442557579,,0.0,,smi:local/2016_11_18t14_43_36_20181125T163805.821591,570.0,1.79442557579,,,ML,0.0,0.0,10.0,21.0,1.10742580645,87.0,0.0,184.0,2021-06-10 17:24:58.000000,EQcorrscan,,2021-06-08 11:13:28.888809,,,,,,,,2016_11_18t14_43_36,Normal
32120,32120,2018-11-25 17:52:45.760111,-41.723502,174.227132,17156.25,1.17593984218,,7.0,157.129,smi:local/2016_12_07t21_53_01_20181125T175249.488258,,1.17593984218,,,ML,3.0,4.0,3.0,6.0,0.1455,7.0,5.0,8280.28381156,2021-06-10 17:24:59.000000,EQcorrscan,,2021-06-08 11:13:28.855710,,"KHZ, MRNZ, MTW, TCW, TUWZ",,,,,,2016_12_07t21_53_01,Strike-slip
32121,32121,2018-11-26 13:52:30.985928,-41.803445,174.257004,14070.312,0.969669195894,,8.0,219.088,smi:local/2016_11_14t06_36_04_20181126T135234.681726,,0.969669195894,,,ML,3.0,5.0,3.0,7.0,0.394857,8.0,6.0,3385.57232975,2021-06-10 17:25:01.000000,EQcorrscan,,2021-06-08 21:02:08.875698,,"BSWZ, CMWZ, KHZ, TCW, TKNZ, TUWZ",,,,,,2016_11_14t06_36_04,Strike-slip
32122,32122,2018-11-26 16:50:26.965000,-42.36272,173.48514,13386.0,1.26407060415,,0.0,,smi:local/2017_01_07t17_18_51_20181126T165031.048393,395.0,1.26407060415,,,ML,0.0,0.0,3.0,11.0,0.442793650794,88.0,0.0,355.0,2021-06-10 17:25:02.000000,EQcorrscan,,2021-06-08 21:02:08.839940,,,,,,,,2017_01_07t17_18_51,Normal
32123,32123,2018-11-26 18:23:45.873000,-42.31333,173.68527,10713.0,1.3909036299,,0.0,,smi:local/2016_11_14t05_05_05_20181126T182350.381726,432.0,1.3909036299,,,ML,0.0,0.0,6.0,6.0,0.3,28.0,0.0,364.0,2021-06-10 17:25:04.000000,EQcorrscan,,2021-06-08 21:02:08.864100,,,,,,,,2016_11_14t05_05_05,Unknown
32124,32124,2018-11-27 09:03:41.146000,-41.70913,174.32247,16739.0,1.85496875631,,0.0,,smi:local/2016_11_19t03_09_45_20181127T090345.207475,378.0,1.85496875631,,,ML,0.0,0.0,7.0,9.0,0.766333333333,76.0,0.0,219.0,2021-06-10 17:25:05.000000,EQcorrscan,,2021-06-08 11:14:36.589153,,,,,,,,2016_11_19t03_09_45,Strike-slip
32125,32125,2018-11-28 04:19:08.243223,-42.389415,173.760648,164.062,1.32750227356,,9.0,217.941,smi:local/2016_11_14t09_27_53_20181128T041913.701732,,1.32750227356,,,ML,3.0,6.0,3.0,10.0,0.153553,9.0,7.0,4431.21879397,2021-06-10 17:25:07.000000,EQcorrscan,,2021-06-08 21:02:49.872259,,"DSZ, DUWZ, GVZ, LTZ, MRNZ, OXZ, THZ",,,,,,2016_11_14t09_27_53,Unknown
32126,32126,2018-11-28 05:56:31.912000,-41.85481,174.06813,12661.0,1.69164899014,,0.0,,smi:local/2016_11_14t22_26_18_20181128T055636.968399,1008.0,1.69164899014,,,ML,0.0,0.0,8.0,13.0,0.828651515152,91.0,0.0,676.0,2021-06-10 17:25:09.000000,EQcorrscan,,2021-06-08 21:02:49.858225,,,,,,,,2016_11_14t22_26_18,Reverse
32127,32127,2018-11-28 06:07:53.022000,-42.36936,173.46563,29072.0,1.99582245692,,0.0,,smi:local/2017_03_10t06_45_21_20181128T060758.968399,11.0,1.99582245692,,,ML,0.0,0.0,11.0,32.0,0.529573687182,183.0,0.0,10.0,2021-06-10 17:25:12.000000,EQcorrscan,,2021-06-08 21:02:49.830899,,,,,,,,2017_03_10t06_45_21,Normal
32128,32128,2018-11-28 06:39:58.820000,-41.75114,174.30628,14601.0,1.2716703051,,0.0,,smi:local/2016_11_14t22_46_01_20181128T064003.135066,797.0,1.2716703051,,,ML,0.0,0.0,6.0,8.0,0.460714285714,30.0,0.0,155.0,2021-06-10 17:25:14.000000,EQcorrscan,,2021-06-08 21:02:49.908748,,,,,,,,2016_11_14t22_46_01,Reverse
32129,32129,2018-11-28 06:41:03.099000,-41.74876,174.30733,14661.0,1.47038898107,,0.0,,smi:local/2016_12_19t06_12_27_20181128T064107.101732,318.0,1.47038898107,,,ML,0.0,0.0,10.0,24.0,0.494685271318,472.0,0.0,186.0,2021-06-10 17:25:17.000000,EQcorrscan,,2021-06-08 21:02:49.808544,,,,,,,,2016_12_19t06_12_27,Reverse
32130,32130,2018-11-28 11:14:29.100000,-41.73365,174.27717,14416.0,1.90841806134,,0.0,,smi:local/2016_12_01t19_44_39_20181128T111432.835066,232.0,1.90841806134,,,ML,0.0,0.0,15.0,23.0,0.493458648403,712.0,0.0,168.0,2021-06-10 17:25:21.000000,EQcorrscan,,2021-06-08 21:02:49.783112,,,,,,,,2016_12_01t19_44_39,Strike-slip
32131,32131,2018-11-28 13:37:35.007000,-42.22645,173.55325,11473.0,1.43187392718,,0.0,,smi:local/2016_12_10t08_56_05_20181128T133740.601732,461.0,1.43187392718,,,ML,0.0,0.0,8.0,19.0,0.69537514419,411.0,0.0,312.0,2021-06-10 17:25:24.000000,EQcorrscan,,2021-06-08 21:02:49.881701,,,,,,,,2016_12_10t08_56_05,Normal
32132,32132,2018-11-29 09:59:22.667000,-41.75159,174.17418,12496.0,1.36647906471,,0.0,,smi:local/2016_11_13t22_32_37_20181129T095926.005060,191.0,1.36647906471,,,ML,0.0,0.0,6.0,13.0,0.747031386225,594.0,0.0,151.0,2021-06-10 17:25:25.000000,EQcorrscan,,2021-06-08 11:15:51.021580,,,,,,,,2016_11_13t22_32_37,Reverse
32133,32133,2018-11-29 10:09:20.947000,-41.67024,174.30538,15278.0,1.46153121893,,0.0,,smi:local/2016_11_16t13_28_59_20181129T100925.338393,189.0,1.46153121893,,,ML,0.0,0.0,13.0,19.0,0.407903459372,504.0,0.0,136.0,2021-06-10 17:25:29.000000,EQcorrscan,,2021-06-08 11:15:50.974015,,,,,,,,2016_11_16t13_28_59,Strike-slip
32134,32134,2018-11-29 11:00:56.976000,-41.67368,174.30134,14876.0,1.42327939799,,0.0,,smi:local/2016_11_16t13_28_59_20181129T110101.305060,185.0,1.42327939799,,,ML,0.0,0.0,15.0,25.0,0.848146777218,1515.0,0.0,159.0,2021-06-10 17:25:32.000000,EQcorrscan,,2021-06-08 11:15:50.953751,,,,,,,,2016_11_16t13_28_59,Strike-slip
32135,32135,2018-11-29 12:23:01.999000,-42.38262,173.49958,7726.0,1.51225994435,,0.0,,smi:local/2016_11_15t06_21_36_20181129T122300.205060,90.0,1.51225994435,,,ML,0.0,0.0,4.0,10.0,0.660374168514,258.0,0.0,83.0,2021-06-10 17:25:34.000000,EQcorrscan,,2021-06-08 11:15:51.037841,,,,,,,,2016_11_15t06_21_36,Unknown
32136,32136,2018-11-29 13:43:48.839000,-42.28224,173.81403,10878.0,1.62806138096,,0.0,,smi:local/2016_12_31t05_12_23_20181129T134353.138393,400.0,1.62806138096,,,ML,0.0,0.0,18.0,28.0,0.678185922241,1117.0,0.0,160.0,2021-06-10 17:25:38.000000,EQcorrscan,,2021-06-08 11:15:50.994803,,,,,,,,2016_12_31t05_12_23,Reverse
32137,32137,2018-11-30 07:38:15.038000,-42.22326,173.67264,15124.0,1.5419879576,,0.0,,smi:local/2016_11_23t02_50_21_20181130T073819.864944,40.0,1.5419879576,,,ML,0.0,0.0,10.0,29.0,0.273648848692,1568.0,0.0,32.0,2021-06-10 17:25:42.000000,EQcorrscan,,2021-06-08 11:16:58.076006,,,,,,,,2016_11_23t02_50_21,Strike-slip
32138,32138,2018-11-30 11:52:58.910000,-42.2345,173.57211,11666.0,2.5139142703,,0.0,,smi:local/2016_11_18t09_06_19_20181130T115304.631610,541.0,2.5139142703,,,ML,0.0,0.0,11.0,25.0,0.539129323899,298.0,0.0,314.0,2021-06-10 17:25:45.000000,EQcorrscan,,2021-06-08 11:16:58.011040,,,,,,,,2016_11_18t09_06_19,Strike-slip
32139,32139,2018-11-30 18:02:17.114000,-41.77444,174.2455,14762.0,1.99714505344,,0.0,,smi:local/2016_12_20t14_10_38_20181130T180221.031610,586.0,1.99714505344,,,ML,0.0,0.0,17.0,32.0,0.59878104871,929.0,0.0,463.0,2021-06-10 17:25:50.000000,EQcorrscan,,2021-06-08 11:16:58.039874,,,,,,,,2016_12_20t14_10_38,Strike-slip
32140,32140,2018-12-01 04:04:15.875000,-41.75405,174.14769,13097.0,1.54310883961,,0.0,,smi:local/2016_11_18t13_00_12_20181201T040419.729227,38.0,1.54310883961,,,ML,0.0,0.0,14.0,28.0,0.889444164513,1361.0,0.0,52.0,2021-06-10 17:25:54.000000,EQcorrscan,,2021-06-08 11:17:48.272531,,,,,,,,2016_11_18t13_00_12,Reverse
32141,32141,2018-12-01 16:22:32.037744,-42.113616,173.702338,12117.188,1.29061597036,,10.0,157.55,smi:local/2017_01_04t07_37_53_20181201T162235.195893,,1.29061597036,,,ML,4.0,6.0,4.0,8.0,0.397259,10.0,6.0,3769.04497187,2021-06-10 17:25:56.000000,EQcorrscan,,2021-06-08 11:17:48.232742,,"BSWZ, CAW, CRSZ, DUWZ, GVZ, TUWZ",,,,,,2017_01_04t07_37_53,Normal
32142,32142,2018-12-01 20:07:19.073000,-42.05325,173.73613,10011.0,1.33740965475,,0.0,,smi:local/2016_11_15t02_02_58_20181201T200726.883756,439.0,1.33740965475,,,ML,0.0,0.0,4.0,7.0,0.3,4.0,0.0,179.0,2021-06-10 17:25:57.000000,EQcorrscan,,2021-06-08 11:18:45.822151,,,,,,,,2016_11_15t02_02_58,Unknown
32143,32143,2018-12-01 23:06:29.788000,-41.7266,174.27505,14137.0,1.54084541059,,0.0,,smi:local/2016_11_14t11_40_35_20181201T230636.817089,397.0,1.54084541059,,,ML,0.0,0.0,4.0,17.0,0.832725060827,185.0,0.0,156.0,2021-06-10 17:25:59.000000,EQcorrscan,,2021-06-08 11:18:45.773724,,,,,,,,2016_11_14t11_40_35,Unknown
32144,32144,2018-12-02 10:00:52.103000,-41.71673,174.25,13925.0,1.72288816035,,0.0,,smi:local/2017_02_02t11_25_56_20181202T100055.883756,52.0,1.72288816035,,,ML,0.0,0.0,12.0,17.0,0.423669467787,495.0,0.0,41.0,2021-06-10 17:26:02.000000,EQcorrscan,,2021-06-08 11:18:45.787967,,,,,,,,2017_02_02t11_25_56,Unknown
32145,32145,2018-12-02 10:46:53.164000,-41.71678,174.25023,13890.0,1.1454066289,,0.0,,smi:local/2017_02_02t11_25_56_20181202T104656.850422,58.0,1.1454066289,,,ML,0.0,0.0,5.0,6.0,0.443481912145,79.0,0.0,39.0,2021-06-10 17:26:03.000000,EQcorrscan,,2021-06-08 11:18:45.805154,,,,,,,,2017_02_02t11_25_56,Unknown
32146,32146,2018-12-03 00:57:10.869000,-42.2647,173.68967,5048.0,2.23078977612,,0.0,,smi:local/2016_11_14t09_38_54_20181203T005715.946222,39.0,2.23078977612,,,ML,0.0,0.0,8.0,27.0,0.922323390895,153.0,0.0,60.0,2021-06-10 17:26:06.000000,EQcorrscan,,2021-06-08 11:19:40.455453,,,,,,,,2016_11_14t09_38_54,Unknown
32147,32147,2018-12-03 09:02:33.911000,-42.6876,172.74871,9964.0,2.47618787945,,0.0,,smi:local/2017_02_11t20_19_01_20181203T090242.312888,38.0,2.47618787945,,,ML,0.0,0.0,15.0,10.0,0.96,6.0,0.0,45.0,2021-06-10 17:26:09.000000,EQcorrscan,,2021-06-08 11:19:40.477148,,,,,,,,2017_02_11t20_19_01,Strike-slip
32148,32148,2018-12-03 21:02:51.979000,-41.73309,174.16562,12281.0,1.26799632481,,0.0,,smi:local/2016_11_15t03_18_58_20181203T210255.209069,136.0,1.26799632481,,,ML,0.0,0.0,5.0,17.0,1.3835104908,380.0,0.0,242.0,2021-06-10 17:26:11.000000,EQcorrscan,,2021-06-08 11:20:47.053347,,,,,,,,2016_11_15t03_18_58,Strike-slip
32149,32149,2018-12-04 11:52:04.947000,-41.78729,174.21493,13981.0,2.24206995914,,0.0,,smi:local/2017_01_03t10_34_15_20181204T115208.942402,111.0,2.24206995914,,,ML,0.0,0.0,15.0,27.0,0.457277706067,1977.0,0.0,115.0,2021-06-10 17:26:15.000000,EQcorrscan,,2021-06-08 11:20:47.025614,,,,,,,,2017_01_03t10_34_15,Strike-slip
32150,32150,2018-12-04 12:59:00.646000,-41.69618,174.29436,7759.0,1.78268031996,,0.0,,smi:local/2016_11_13t12_57_56_20181204T125904.775735,513.0,1.78268031996,,,ML,0.0,0.0,1.0,17.0,4.23433862434,191.0,0.0,321.0,2021-06-10 17:26:17.000000,EQcorrscan,,2021-06-08 11:20:47.114933,,,,,,,,2016_11_13t12_57_56,Unknown
32151,32151,2018-12-04 23:46:29.868000,-41.74507,174.15342,14063.0,1.33992806381,,0.0,,smi:local/2016_11_14t14_43_42_20181204T234634.265060,154.0,1.33992806381,,,ML,0.0,0.0,6.0,12.0,0.863255080675,468.0,0.0,58.0,2021-06-10 17:26:19.000000,EQcorrscan,,2021-06-08 11:21:42.356713,,,,,,,,2016_11_14t14_43_42,Unknown
32152,32152,2018-12-05 00:15:40.047000,-42.2004,173.5486,12483.0,1.70356864551,,0.0,,smi:local/2016_11_26t15_43_34_20181205T001545.231726,121.0,1.70356864551,,,ML,0.0,0.0,10.0,17.0,0.37061470118,1861.0,0.0,102.0,2021-06-10 17:26:21.000000,EQcorrscan,,2021-06-08 11:21:42.379735,,,,,,,,2016_11_26t15_43_34,Strike-slip
32153,32153,2018-12-05 04:01:27.446000,-42.41608,173.75394,759.0,1.80964787353,,0.0,,smi:local/2016_11_18t13_56_32_20181205T040133.298393,421.0,1.80964787353,,,ML,0.0,0.0,3.0,15.0,11.3568316832,107.0,0.0,492.0,2021-06-10 17:26:23.000000,EQcorrscan,,2021-06-08 11:21:42.344518,,,,,,,,2016_11_18t13_56_32,Unknown
32154,32154,2018-12-05 08:03:13.948000,-42.60332,173.06622,8487.0,2.16298914888,,0.0,,smi:local/2016_11_14t05_43_18_20181205T080322.331726,150.0,2.16298914888,,,ML,0.0,0.0,5.0,19.0,0.888738317757,143.0,0.0,397.0,2021-06-10 17:26:25.000000,EQcorrscan,,2021-06-08 11:21:42.325029,,,,,,,,2016_11_14t05_43_18,Unknown
32155,32155,2018-12-05 08:06:31.942000,-42.60321,173.06654,8450.0,1.97823823329,,0.0,,smi:local/2016_11_14t05_43_18_20181205T080639.998393,139.0,1.97823823329,,,ML,0.0,0.0,4.0,19.0,0.867839687195,115.0,0.0,380.0,2021-06-10 17:26:27.000000,EQcorrscan,,2021-06-08 11:21:42.334657,,,,,,,,2016_11_14t05_43_18,Unknown
32156,32156,2018-12-05 08:08:34.490370,-42.609825,173.088205,5164.062,2.60500441353,,10.0,195.392,smi:local/2016_11_14t05_43_18_20181205T080843.365060,,2.60500441353,,,ML,4.0,6.0,4.0,8.0,0.320396,10.0,7.0,6237.60370655,2021-06-10 17:26:29.000000,EQcorrscan,,2021-06-08 11:21:42.314738,,"DSZ, GVZ, LTZ, MQZ, MRNZ, OXZ, THZ",,,,,,2016_11_14t05_43_18,Unknown
32157,32157,2018-12-06 09:20:21.661000,-42.33843,173.84267,3596.0,1.25677339596,,0.0,,smi:local/2016_11_18t17_07_01_20181206T092027.191727,583.0,1.25677339596,,,ML,0.0,0.0,3.0,10.0,1.59916666667,38.0,0.0,637.0,2021-06-10 17:26:30.000000,EQcorrscan,,2021-06-08 11:22:48.162518,,,,,,,,2016_11_18t17_07_01,Strike-slip
32158,32158,2018-12-06 11:49:06.027000,-42.00381,173.70756,14634.0,1.32825863301,,0.0,,smi:local/2017_01_16t11_26_53_20181206T114910.691727,449.0,1.32825863301,,,ML,0.0,0.0,10.0,21.0,0.786280232039,1204.0,0.0,238.0,2021-06-10 17:26:33.000000,EQcorrscan,,2021-06-08 11:22:48.113183,,,,,,,,2017_01_16t11_26_53,Strike-slip
32159,32159,2018-12-06 15:41:21.028000,-41.81308,174.18786,14302.0,1.82321201014,,0.0,,smi:local/2016_12_15t19_39_45_20181206T154124.525061,127.0,1.82321201014,,,ML,0.0,0.0,13.0,27.0,0.813450066158,1253.0,0.0,83.0,2021-06-10 17:26:36.000000,EQcorrscan,,2021-06-08 11:22:48.203375,,,,,,,,2016_12_15t19_39_45,Strike-slip
32160,32160,2018-12-06 19:52:46.923000,-41.79557,174.2586,15143.0,1.82989415795,,0.0,,smi:local/2016_11_14t03_28_05_20181206T195251.495060,140.0,1.82989415795,,,ML,0.0,0.0,6.0,13.0,1.22587719298,50.0,0.0,67.0,2021-06-10 17:26:38.000000,EQcorrscan,,2021-06-08 11:23:43.179112,,,,,,,,2016_11_14t03_28_05,Normal
32161,32161,2018-12-06 22:03:25.030000,-42.24362,173.58449,5517.0,2.31198235329,,0.0,,smi:local/2016_11_14t02_43_26_20181206T220331.195060,131.0,2.31198235329,,,ML,0.0,0.0,7.0,6.0,0.261363636364,23.0,0.0,56.0,2021-06-10 17:26:40.000000,EQcorrscan,,2021-06-08 11:23:43.167774,,,,,,,,2016_11_14t02_43_26,Unknown
32162,32162,2018-12-06 23:04:26.062000,-41.91364,173.50329,11110.0,1.36757316017,,0.0,,smi:local/2016_12_17t09_39_29_20181206T230433.428393,38.0,1.36757316017,,,ML,0.0,0.0,7.0,13.0,0.247453521127,121.0,0.0,93.0,2021-06-10 17:26:42.000000,EQcorrscan,,2021-06-08 11:23:43.141413,,,,,,,,2016_12_17t09_39_29,Normal
32163,32163,2018-12-07 03:37:20.091899,-41.997674,173.647161,535.156,1.55702280398,,21.0,80.2972,smi:local/2017_01_27t01_50_13_20181207T033725.161726,,1.55702280398,,,ML,7.0,14.0,7.0,22.0,0.503069,21.0,18.0,4899.16319385,2021-06-10 17:26:45.000000,EQcorrscan,,2021-06-08 11:23:43.199001,,"BSWZ, CAW, CMWZ, CRSZ, DUWZ, GVZ, KHZ, KIW, LTZ, MQZ, MRNZ, NNZ, OGWZ, OXZ, TCW, THZ, TKNZ, WEL",,,,,,2017_01_27t01_50_13,Normal
32164,32164,2018-12-07 03:57:39.115000,-42.01253,173.64531,14817.0,1.05468928143,,0.0,,smi:local/2017_01_03t16_44_10_20181207T035744.295060,297.0,1.05468928143,,,ML,0.0,0.0,6.0,16.0,0.221024327785,252.0,0.0,227.0,2021-06-10 17:26:47.000000,EQcorrscan,,2021-06-08 11:23:43.110863,,,,,,,,2017_01_03t16_44_10,Normal
32165,32165,2018-12-07 08:18:31.826000,-41.74736,174.20776,10670.0,0.837200377614,,0.0,,smi:local/2016_12_04t06_05_07_20181207T081834.495060,710.0,0.837200377614,,,ML,0.0,0.0,2.0,7.0,1.72666666667,56.0,0.0,374.0,2021-06-10 17:26:48.000000,EQcorrscan,,2021-06-08 11:23:43.230579,,,,,,,,2016_12_04t06_05_07,Strike-slip
32166,32166,2018-12-07 12:03:59.818000,-42.08014,173.76476,8549.0,1.41845957634,,0.0,,smi:local/2016_11_13t17_49_46_20181207T120408.928393,200.0,1.41845957634,,,ML,0.0,0.0,12.0,24.0,1.18641255051,315.0,0.0,749.0,2021-06-10 17:26:51.000000,EQcorrscan,,2021-06-08 11:23:43.090851,,,,,,,,2016_11_13t17_49_46,Strike-slip
32167,32167,2018-12-07 18:21:23.914000,-42.18271,173.61772,15543.0,1.10624395595,,0.0,,smi:local/2016_12_30t02_54_54_20181207T182128.561726,24.0,1.10624395595,,,ML,0.0,0.0,9.0,22.0,0.568480331263,1834.0,0.0,7.0,2021-06-10 17:26:54.000000,EQcorrscan,,2021-06-08 11:23:43.059196,,,,,,,,2016_12_30t02_54_54,Strike-slip
32168,32168,2018-12-08 01:19:32.898000,-41.77575,174.13741,8580.0,1.08333687594,,0.0,,smi:local/2017_02_13t20_38_04_20181208T011937.055060,493.0,1.08333687594,,,ML,0.0,0.0,3.0,10.0,1.14333333333,14.0,0.0,299.0,2021-06-10 17:26:55.000000,EQcorrscan,,2021-06-08 11:24:49.391252,,,,,,,,2017_02_13t20_38_04,Strike-slip
32169,32169,2018-12-08 03:23:21.337153,-42.160108,173.589163,16179.688,1.10763799836,,9.0,162.654,smi:local/2016_11_14t05_35_34_20181208T032327.455060,,1.10763799836,,,ML,4.0,5.0,4.0,6.0,0.199859,9.0,6.0,6417.68649904,2021-06-10 17:26:57.000000,EQcorrscan,,2021-06-08 11:24:49.354334,,"BSWZ, GVZ, KHZ, LTZ, MRNZ, THZ",,,,,,2016_11_14t05_35_34,Unknown
32170,32170,2018-12-08 05:14:38.112000,-41.76298,174.16914,11827.0,1.92997334008,,0.0,,smi:local/2016_11_17t15_09_37_20181208T051441.388393,307.0,1.92997334008,,,ML,0.0,0.0,14.0,24.0,0.694279063205,619.0,0.0,144.0,2021-06-10 17:27:01.000000,EQcorrscan,,2021-06-08 11:24:49.434915,,,,,,,,2016_11_17t15_09_37,Strike-slip
32171,32171,2018-12-08 07:05:56.885000,-41.78756,174.23621,14053.0,1.31374199215,,0.0,,smi:local/2016_11_22t04_21_02_20181208T070603.588393,175.0,1.31374199215,,,ML,0.0,0.0,6.0,20.0,0.785865447658,730.0,0.0,165.0,2021-06-10 17:27:03.000000,EQcorrscan,,2021-06-08 11:24:49.468133,,,,,,,,2016_11_22t04_21_02,Strike-slip
32172,32172,2018-12-08 08:06:49.486035,-41.898963,174.147963,14578.125,1.29245665334,,9.0,258.282,smi:local/2016_11_13t22_28_11_20181208T080654.288393,,1.29245665334,,,ML,5.0,4.0,5.0,6.0,0.317495,9.0,7.0,8116.89595843,2021-06-10 17:27:05.000000,EQcorrscan,,2021-06-08 11:24:49.322155,,"BHW, BSWZ, CAW, CMWZ, MTW, NNZ, OGWZ",,,,,,2016_11_13t22_28_11,Unknown
